callId,queryId,split,positive,size,orderIndex,method,shownCount,approvedInPool,approvedShown,candidateRecall,bestTargetRank,bestTargetCosine,approvedPositions,decision,targetId,targetIsAnchor,outcome,correct,falseJoin,failure,attempts,retries,promptTokens,cachedTokens,cacheWriteTokens,completionTokens,reasoningTokens,billedUsd,undiscountedUsd,apiElapsedMs,retrievalMs,labelStatus,outcomeLenient,labelsFile,labelsSha256
"pns2r-n100-o0-B","pns2r","test","false","100","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","649","0","0","106","67","0.000257","0.000257","1706.879499999981","0.15750000000000597","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pktbx-n500-o0-A","pktbx","test","true","500","0","A","500","2","2","true","2","0.887918","25 483","same","pcv53","true","correct","true","false","","1","0","12568","0","12565","146","101","0.0033170499999999998","0.0026888000000000003","1906.1267919999955","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pnyg7-n200-o0-A","pnyg7","test","true","200","0","A","200","1","1","true","1","0.912505","10","same","pptwk","true","correct","true","false","","1","0","5077","0","5074","110","62","0.0014011","0.0011474","1576.2780419999908","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptcr8-n200-o0-A","ptcr8","test","false","200","0","A","200","0","0","","","","","none","","false","correct","true","false","","1","0","5144","0","5141","110","67","0.00141785","0.0011608","1463.9573329999985","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pudtd-n200-o0-A","pudtd","test","false","200","0","A","200","0","0","","","","","none","","false","correct","true","false","","1","0","5183","0","5180","153","102","0.0014791999999999997","0.0012202","2015.076624999987","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pyr2u-n200-o1-A","pyr2u","test","true","200","1","A","200","1","1","true","1","0.919901","100","same","pfwr5","true","correct","true","false","","1","0","5164","0","5161","42","0","0.00134125","0.0010832","1273.9332090000098","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptwgu-n100-o0-B","ptwgu","test","true","100","0","B","15","1","1","true","2","0.909768","0","none","","false","miss-abstain","false","false","","1","0","618","0","0","205","151","0.00036960000000000004","0.00036960000000000004","4108.644917000027","0.15720799999999713","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pnyg7-n500-o1-A","pnyg7","test","true","500","1","A","500","1","1","true","1","0.912505","250","same","pptwk","true","correct","true","false","","1","0","12528","0","12525","40","0","0.00317985","0.0025536000000000005","1197.718542000017","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pc3m2-n500-o1-B","pc3m2","test","true","500","1","B","15","1","1","true","1","0.879539","11","none","","false","miss-abstain","false","false","","1","0","677","0","0","175","126","0.0003454","0.0003454","2014.5838330000115","0.806042000000005","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptgpf-n500-o1-A","ptgpf","test","true","500","1","A","500","3","3","true","2","0.913979","113 250 361","same","psnvi","true","correct","true","false","","1","0","12487","0","12484","279","241","0.0034564","0.0028322000000000004","4274.76583400002","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pxn3z-n200-o0-A","pxn3z","test","false","200","0","A","200","0","0","","","","","none","","false","correct","true","false","","1","0","5105","0","5102","74","28","0.0013648999999999998","0.0011098","1521.2807500000054","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p6xjr-n100-o1-A","p6xjr","test","true","100","1","A","100","1","1","true","1","0.944517","50","none","","false","miss-abstain","false","false","","1","0","2772","0","2769","216","171","0.0009520500000000002","0.0008135999999999999","2509.018625000026","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pyr2u-n100-o0-A","pyr2u","test","true","100","0","A","100","1","1","true","1","0.919901","5","same","pfwr5","true","correct","true","false","","1","0","2747","0","2744","76","32","0.0007778000000000001","0.0006406000000000001","1349.971292000002","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pymzr-n500-o1-A","pymzr","test","true","500","1","A","500","1","1","true","1","0.94721","250","none","","false","miss-abstain","false","false","","1","0","12534","0","12531","130","86","0.0032893500000000003","0.0026628000000000003","2428.441167000012","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p6xjr-n500-o1-B","p6xjr","test","true","500","1","B","15","1","1","true","1","0.944517","5","none","","false","miss-abstain","false","false","","1","0","698","0","0","151","101","0.00032079999999999994","0.00032079999999999994","2087.4145000000135","0.7931249999999892","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptgpf-n100-o0-A","ptgpf","test","true","100","0","A","100","3","3","true","2","0.913979","5 22 83","same","pvdxd","false","correct","true","false","","1","0","2694","0","2691","231","190","0.00095055","0.000816","3146.5583329999936","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pns2r-n500-o0-A","pns2r","test","false","500","0","A","500","0","0","","","","","none","","false","correct","true","false","","1","0","12549","0","12546","105","49","0.0032631000000000005","0.0026358","1771.0503749999916","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p6xjr-n500-o1-A","p6xjr","test","true","500","1","A","500","1","1","true","1","0.944517","250","none","","false","miss-abstain","false","false","","1","0","12521","0","12518","343","292","0.0035417","0.0029158","5224.8254579999775","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pppcy-n200-o1-A","pppcy","test","false","200","1","A","200","0","0","","","","","none","","false","correct","true","false","","1","0","5142","0","5139","102","45","0.00140775","0.0011508000000000002","1603.3923340000038","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pu3fh-n200-o0-A","pu3fh","test","false","200","0","A","200","0","0","","","","","none","","false","correct","true","false","","1","0","5130","0","5127","171","116","0.00148755","0.0012312","2882.401332999987","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptgpf-n200-o0-B","ptgpf","test","true","200","0","B","15","3","3","true","2","0.913979","0 1 12","none","","false","miss-abstain","false","false","","1","0","571","0","0","51","0","0.0001754","0.0001754","2588.8057090000075","0.34395800000000065","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pnyg7-n100-o0-B","pnyg7","test","true","100","0","B","15","1","1","true","1","0.912505","0","none","","false","miss-abstain","false","false","","1","0","703","0","0","157","106","0.000329","0.000329","2430.5501670000085","0.15200000000000102","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptcr8-n500-o1-A","ptcr8","test","false","500","1","A","500","0","0","","","","","none","","false","correct","true","false","","1","0","12491","0","12488","111","68","0.0032558","0.0026314","1749.6592919999966","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptwgu-n500-o0-A","ptwgu","test","true","500","0","A","500","1","1","true","2","0.909768","25","same","pqnui","true","correct","true","false","","1","0","12472","0","12469","223","179","0.00338545","0.002762","2727.1591250000056","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptwgu-n200-o1-A","ptwgu","test","true","200","1","A","200","1","1","true","2","0.909768","100","same","pqnui","true","correct","true","false","","1","0","5127","0","5124","205","161","0.0015275999999999998","0.0012714","2384.4478749999835","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pc3m2-n100-o1-A","pc3m2","test","true","100","1","A","100","1","1","true","1","0.879539","50","none","","false","miss-abstain","false","false","","1","0","2773","0","2770","207","154","0.0009415","0.000803","2421.119166999997","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"paak8-n100-o1-A","paak8","test","true","100","1","A","100","3","3","true","1","0.891907","44 50 73","same","pj2cj","true","correct","true","false","","1","0","2861","0","2858","414","365","0.0012119000000000001","0.001069","5393.947125000006","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pns2r-n100-o1-B","pns2r","test","false","100","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","649","0","0","43","0","0.00018140000000000002","0.00018140000000000002","1272.8977910000249","0.15750000000000597","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptwgu-n200-o0-A","ptwgu","test","true","200","0","A","200","1","1","true","2","0.909768","10","none","","false","miss-abstain","false","false","","1","0","5127","0","5124","370","325","0.0017255999999999999","0.0014694","5184.369708000013","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p68um-n200-o1-A","p68um","test","false","200","1","A","200","0","0","","","","","none","","false","correct","true","false","","1","0","5130","0","5127","97","46","0.00139875","0.0011424","1653.5445000000182","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pugud-n100-o1-A","pugud","test","false","100","1","A","100","0","0","","","","","none","","false","correct","true","false","","1","0","2717","0","2714","125","72","0.0008291000000000001","0.0006933999999999999","3423.4486669999897","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pc3m2-n200-o1-A","pc3m2","test","true","200","1","A","200","1","1","true","1","0.879539","100","none","","false","miss-abstain","false","false","","1","0","5186","0","5183","151","96","0.0014775500000000002","0.0012184000000000001","2165.8624589999963","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pugud-n500-o1-B","pugud","test","false","500","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","657","0","0","117","67","0.0002718","0.0002718","1851.9800410000025","0.816749999999999","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pns2r-n200-o1-A","pns2r","test","false","200","1","A","200","0","0","","","","","none","","false","correct","true","false","","1","0","5149","0","5146","97","55","0.0014035","0.0011462","1703.8677920000046","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptcr8-n500-o0-A","ptcr8","test","false","500","0","A","500","0","0","","","","","none","","false","correct","true","false","","1","0","12491","0","12488","102","59","0.0032450000000000005","0.0026206000000000003","1910.402166999993","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p6xjr-n100-o0-A","p6xjr","test","true","100","0","A","100","1","1","true","1","0.944517","5","same","pe3ap","true","correct","true","false","","1","0","2772","0","2769","358","307","0.00112245","0.000984","3770.29800000001","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pxn3z-n100-o0-A","pxn3z","test","false","100","0","A","100","0","0","","","","","none","","false","correct","true","false","","1","0","2749","0","2746","79","36","0.0007819","0.0006446000000000001","1362.5704169999808","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptcr8-n100-o1-A","ptcr8","test","false","100","1","A","100","0","0","","","","","none","","false","correct","true","false","","1","0","2705","0","2702","84","41","0.0007769","0.0006418","1261.5032090000168","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pu3fh-n100-o1-A","pu3fh","test","false","100","1","A","100","0","0","","","","","none","","false","correct","true","false","","1","0","2714","0","2711","123","69","0.00082595","0.0006904000000000001","1920.857040999981","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pxn3z-n100-o1-A","pxn3z","test","false","100","1","A","100","0","0","","","","","none","","false","correct","true","false","","1","0","2749","0","2746","79","36","0.0007819","0.0006446000000000001","1823.9225829999777","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pns2r-n200-o0-B","pns2r","test","false","200","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","653","0","0","34","0","0.00017139999999999996","0.00017139999999999996","887.9724160000042","0.30766700000000213","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"peqy9-n200-o1-A","peqy9","test","true","200","1","A","200","1","1","true","1","0.906549","100","none","","false","miss-abstain","false","false","","1","0","5197","0","5194","196","137","0.0015343","0.0012746","2600.832166999986","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p68um-n500-o1-A","p68um","test","false","500","1","A","500","0","0","","","","","none","","false","correct","true","false","","1","0","12502","0","12499","103","63","0.00324895","0.002624","1896.6251250000205","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p68um-n500-o0-B","p68um","test","false","500","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","659","0","0","82","41","0.00023019999999999998","0.00023019999999999998","1539.5268749999814","0.8413340000000034","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptwgu-n100-o1-A","ptwgu","test","true","100","1","A","100","1","1","true","2","0.909768","50","none","","false","miss-abstain","false","false","","1","0","2683","0","2680","193","135","0.0009022","0.0007682","2322.1161250000005","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p8jmp-n100-o0-B","p8jmp","test","false","100","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","652","0","0","105","53","0.0002564","0.0002564","1808.5026670000225","0.16712499999999864","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pppcy-n500-o1-B","pppcy","test","false","500","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","667","0","0","46","0","0.0001886","0.0001886","1326.482250000001","0.8338329999999985","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"paak8-n500-o1-B","paak8","test","true","500","1","B","15","3","3","true","1","0.891907","4 7 10","same","pj2cj","true","correct","true","false","","1","0","778","0","0","172","123","0.000362","0.000362","2291.625708000007","0.7611249999999998","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptcr8-n100-o0-A","ptcr8","test","false","100","0","A","100","0","0","","","","","none","","false","correct","true","false","","1","0","2705","0","2702","90","40","0.0007841","0.000649","1741.4581670000043","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pyr2u-n200-o1-B","pyr2u","test","true","200","1","B","15","1","1","true","1","0.919901","6","same","pfwr5","true","correct","true","false","","1","0","682","0","0","103","58","0.00026","0.00026","1563.6488749999844","0.31741699999999184","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"peqy9-n500-o1-A","peqy9","test","true","500","1","A","500","1","1","true","1","0.906549","250","none","","false","miss-abstain","false","false","","1","0","12565","0","12562","132","83","0.0032995","0.0026714","1940.934333000012","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p8jmp-n500-o0-A","p8jmp","test","false","500","0","A","500","0","0","","","","","none","","false","correct","true","false","","1","0","12495","0","12492","103","49","0.0032472","0.0026226","1659.705874999985","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pyr2u-n200-o0-A","pyr2u","test","true","200","0","A","200","1","1","true","1","0.919901","10","same","pfwr5","true","correct","true","false","","1","0","5164","0","5161","42","0","0.00134125","0.0010832","1094.6057919999876","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p8jmp-n200-o1-A","p8jmp","test","false","200","1","A","200","0","0","","","","","none","","false","correct","true","false","","1","0","5129","0","5126","92","38","0.0013925","0.0011362","1464.8536659999809","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pu3fh-n200-o1-A","pu3fh","test","false","200","1","A","200","0","0","","","","","none","","false","correct","true","false","","1","0","5130","0","5127","175","124","0.00149235","0.001236","2282.752542000002","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pyr2u-n500-o1-A","pyr2u","test","true","500","1","A","500","1","1","true","1","0.919901","250","same","pfwr5","true","correct","true","false","","1","0","12538","0","12535","89","41","0.00324115","0.0026144000000000007","1606.4468750000233","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p6xjr-n200-o1-B","p6xjr","test","true","200","1","B","15","1","1","true","1","0.944517","10","none","","false","miss-abstain","false","false","","1","0","694","0","0","188","135","0.00036439999999999997","0.00036439999999999997","2515.9112920000043","0.2978750000000048","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptwgu-n500-o0-B","ptwgu","test","true","500","0","B","15","1","1","true","2","0.909768","1","none","","false","miss-abstain","false","false","","1","0","656","0","0","289","233","0.000478","0.000478","3129.5274169999757","0.7912500000000051","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pppcy-n500-o0-A","pppcy","test","false","500","0","A","500","0","0","","","","","none","","false","correct","true","false","","1","0","12549","0","12546","113","59","0.0032727000000000003","0.0026454","1950.2033749999828","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p8jmp-n100-o1-B","p8jmp","test","false","100","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","652","0","0","105","48","0.0002564","0.0002564","1489.8812920000055","0.16712499999999864","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"peqy9-n200-o0-B","peqy9","test","true","200","0","B","15","1","1","true","1","0.906549","0","none","","false","miss-abstain","false","false","","1","0","629","0","0","164","108","0.00032260000000000004","0.00032260000000000004","2317.2079170000216","0.3171249999999901","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pymzr-n100-o1-B","pymzr","test","true","100","1","B","15","1","1","true","1","0.94721","8","none","","false","miss-abstain","false","false","","1","0","732","0","0","106","61","0.00027360000000000004","0.00027360000000000004","1575.7357499999925","0.16275000000000261","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptwgu-n200-o0-B","ptwgu","test","true","200","0","B","15","1","1","true","2","0.909768","1","none","","false","miss-abstain","false","false","","1","0","631","0","0","194","141","0.000359","0.000359","2663.388957999996","0.3064999999999998","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p8jmp-n500-o0-B","p8jmp","test","false","500","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","632","0","0","116","71","0.0002656","0.0002656","1585.1770839999954","0.8260000000000005","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pqeyn-n500-o1-B","pqeyn","test","false","500","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","645","0","0","131","90","0.00028619999999999996","0.00028619999999999996","2011.8221660000272","0.7787500000000023","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"peqy9-n500-o0-A","peqy9","test","true","500","0","A","500","1","1","true","1","0.906549","25","none","","false","miss-abstain","false","false","","1","0","12565","0","12562","134","81","0.0033019","0.0026738","2156.368625000003","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pugud-n500-o1-A","pugud","test","false","500","1","A","500","0","0","","","","","none","","false","correct","true","false","","1","0","12519","0","12516","119","69","0.0032724000000000004","0.0026466000000000003","2125.6442079999833","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pppcy-n500-o0-B","pppcy","test","false","500","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","667","0","0","113","62","0.000269","0.000269","1823.4837080000143","0.8338329999999985","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptcr8-n200-o1-B","ptcr8","test","false","200","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","635","0","0","98","55","0.0002446","0.0002446","1325.683416999993","0.33387499999999903","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p8jmp-n200-o1-B","p8jmp","test","false","200","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","684","0","0","105","46","0.0002628","0.0002628","1616.5379580000008","0.3242910000000023","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pnyg7-n500-o0-A","pnyg7","test","true","500","0","A","500","1","1","true","1","0.912505","25","same","pptwk","true","correct","true","false","","1","0","12528","0","12525","105","57","0.00325785","0.0026316000000000004","2100.294082999986","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pxn3z-n100-o0-B","pxn3z","test","false","100","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","722","0","0","66","24","0.00022360000000000001","0.00022360000000000001","1577.6512499999953","0.162666999999999","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"paak8-n100-o0-A","paak8","test","true","100","0","A","100","3","3","true","1","0.891907","3 5 11","same","pj2cj","true","correct","true","false","","1","0","2861","0","2858","329","278","0.0011099","0.000967","7310.524124999996","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pktbx-n100-o1-B","pktbx","test","true","100","1","B","15","2","2","true","1","0.887918","7 10","none","","false","miss-abstain","false","false","","1","0","627","0","0","150","105","0.0003054","0.0003054","1967.3586669999931","0.15862500000000068","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pqeyn-n200-o1-A","pqeyn","test","false","200","1","A","200","0","0","","","","","none","","false","correct","true","false","","1","0","5155","0","5152","33","0","0.0013281999999999999","0.0010706","1017.7780000000203","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pqeyn-n100-o0-B","pqeyn","test","false","100","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","620","0","0","145","97","0.000298","0.000298","2909.9628749999974","0.1495829999999998","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pu3fh-n200-o0-B","pu3fh","test","false","200","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","627","0","0","123","73","0.000273","0.000273","1722.7368750000023","0.31845899999999716","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pu3fh-n100-o0-B","pu3fh","test","false","100","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","627","0","0","131","77","0.00028260000000000004","0.00028260000000000004","1643.7609170000069","0.15979199999999594","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p8jmp-n100-o0-A","p8jmp","test","false","100","0","A","100","0","0","","","","","none","","false","correct","true","false","","1","0","2688","0","2685","107","53","0.00080025","0.000666","1972.8264999999956","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pqeyn-n500-o1-A","pqeyn","test","false","500","1","A","500","0","0","","","","","none","","false","correct","true","false","","1","0","12496","0","12493","154","111","0.0033086500000000007","0.0026840000000000006","2417.240582999977","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
